ticker,exchange,assetType,priceCurrency,startDate,endDate
LSABX,NMFQS,Mutual Fund,USD,2017-01-03,2018-06-06
LSAGX,NMFQS,Mutual Fund,USD,2017-01-03,2018-06-06
LSAL,PINK,Stock,USD,1997-01-02,2018-06-06
LSAMX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-11
LSANF,PINK,Stock,USD,2007-04-11,2018-06-06
LSAVX,NMFQS,Mutual Fund,USD,2010-02-01,2018-06-06
LSBC,,Stock,USD,,
LSBDX,NMFQS,Mutual Fund,USD,1991-05-10,2018-06-06
LSBG,NASDAQ,Stock,USD,2016-01-04,2017-01-23
LSBI,NASDAQ,Stock,USD,1995-02-07,2014-10-31
LSBIX,NMFQS,Mutual Fund,USD,2017-01-03,2018-06-06
LSBK,NASDAQ,Stock,USD,2006-04-05,2018-06-06
LSBKX,NMFQS,Mutual Fund,USD,,
LSBNX,NMFQS,Mutual Fund,USD,2014-01-02,2018-06-06
LSBRX,NMFQS,Mutual Fund,USD,1996-12-31,2018-06-06
LSC,NYSE ARCA,ETF,USD,2016-01-04,2016-09-26
LSCAX,NMFQS,Mutual Fund,USD,2012-03-30,2018-06-06
LSCC,NASDAQ,Stock,USD,1990-03-26,2018-06-06
LSCCX,NMFQS,Mutual Fund,USD,2012-03-30,2018-06-06
LSCDX,NMFQS,Mutual Fund,USD,2017-01-03,2018-06-06
LSCG,PINK,Stock,USD,1994-10-31,2018-06-06
LSCGD,PINK,Stock,USD,2018-02-21,2018-03-15
LSCGX,NMFQS,Mutual Fund,USD,2017-01-03,2018-06-06
LSCIX,NMFQS,Mutual Fund,USD,2017-04-24,2018-06-06
LSCMX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-11
LSCNX,NMFQS,Mutual Fund,USD,2014-01-02,2018-06-06
LSCOX,NMFQS,Mutual Fund,USD,2017-04-24,2018-06-06
LSCQX,NMFQS,Mutual Fund,USD,2017-04-24,2018-06-06
LSCRX,NMFQS,Mutual Fund,USD,1996-12-31,2018-06-06
LSCSX,NMFQS,Mutual Fund,USD,2017-04-24,2018-06-06
LSCUX,NMFQS,Mutual Fund,USD,2017-04-24,2018-06-06
LSCVX,NMFQS,Mutual Fund,USD,2007-06-01,2018-06-06
LSCYX,NMFQS,Mutual Fund,USD,2012-03-30,2018-06-06
LSDAF,PINK,Stock,USD,2013-02-20,2018-06-06
LSDAX,NMFQS,Mutual Fund,USD,2008-12-12,2018-06-06
LSDCX,NMFQS,Mutual Fund,USD,2008-12-12,2018-06-06
LSDFX,NMFQS,Mutual Fund,USD,2008-12-12,2018-06-06
LSDIX,NMFQS,Mutual Fund,USD,1998-01-28,2018-06-06
LSDOX,NMFQS,Mutual Fund,USD,2017-04-04,2018-06-06
LSDRX,NMFQS,Mutual Fund,USD,2010-05-28,2018-06-06
LSE,NYSE,Stock,USD,2004-03-19,2013-11-06
LSEIX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LSFAX,NMFQS,Mutual Fund,USD,2011-09-30,2018-06-06
LSFCX,NMFQS,Mutual Fund,USD,2011-09-30,2018-06-06
LSFG,PINK,Stock,USD,1996-10-07,2018-06-06
LSFIX,NMFQS,Mutual Fund,USD,1995-01-17,2018-06-06
LSFNX,NMFQS,Mutual Fund,USD,2017-03-31,2018-06-06
LSFYX,NMFQS,Mutual Fund,USD,2011-09-30,2018-06-06
LSG,NYSE,Stock,USD,2016-01-04,2016-04-11
LSGAX,NMFQS,Mutual Fund,USD,2014-01-06,2016-06-07
LSGBX,NMFQS,Mutual Fund,USD,1991-05-10,2018-06-06
LSGCX,NMFQS,Mutual Fund,USD,2014-01-06,2016-06-06
LSGEF,PINK,Stock,USD,2007-10-15,2018-06-06
LSGGX,NMFQS,Mutual Fund,USD,2017-01-03,2018-06-06
LSGIX,NMFQS,Mutual Fund,USD,1991-05-13,2018-06-06
LSGLX,NMFQS,Mutual Fund,USD,1996-12-31,2018-06-06
LSGNX,NMFQS,Mutual Fund,USD,2014-01-02,2018-06-06
LSGOF,PINK,Stock,USD,2007-07-13,2018-06-06
LSGRX,NMFQS,Mutual Fund,USD,1991-05-13,2018-06-06
LSGSX,NMFQS,Mutual Fund,USD,1991-05-20,2018-06-06
LSGYX,NMFQS,Mutual Fund,USD,2014-01-06,2016-06-06
LSHAX,NMFQS,Mutual Fund,USD,2007-05-11,2018-06-06
LSHCX,NMFQS,Mutual Fund,USD,2007-05-24,2018-06-06
LSHEX,,Mutual Fund,USD,2017-12-11,2018-06-06
LSHIX,NMFQS,Mutual Fund,USD,1996-06-05,2018-06-06
LSHNX,NMFQS,Mutual Fund,USD,2017-01-03,2018-06-06
LSHUX,NMFQS,Mutual Fund,USD,2007-07-11,2018-06-06
LSI,NYSE,Stock,USD,1995-06-21,2018-06-06
LSIFX,NMFQS,Mutual Fund,USD,2008-08-04,2018-06-06
LSIGX,NMFQS,Mutual Fund,USD,1994-06-30,2018-06-06
LSIHF,OTCMKTS,Stock,USD,2011-10-18,2018-03-21
LSIIF,OTCBB,Stock,USD,2016-01-12,2017-12-28
LSIIX,NMFQS,Mutual Fund,USD,1996-12-31,2018-06-06
LSIMX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-08
LSIOX,NMFQS,Mutual Fund,USD,2013-08-27,2018-06-06
LSIRX,NMFQS,Mutual Fund,USD,2008-08-04,2018-06-06
LSISX,NMFQS,Mutual Fund,USD,2017-11-01,2018-06-06
LSITX,NMFQS,Mutual Fund,USD,2013-03-18,2018-06-06
LSIUX,NMFQS,Mutual Fund,USD,2008-08-04,2018-06-06
LSIYX,NMFQS,Mutual Fund,USD,2008-02-01,2015-04-07
LSIZX,NMFQS,Mutual Fund,USD,1999-01-28,2018-06-06
LSKA,PINK,Stock,USD,2007-08-29,2018-05-11
LSKMX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-08
LSLCF,OTCMKTS,Stock,USD,2017-10-09,2018-06-06
LSLPF,PINK,Stock,USD,2010-11-22,2018-06-06
LSLTX,NMFQS,Mutual Fund,USD,2000-06-19,2018-06-06
LSMAX,NMFQS,Mutual Fund,USD,1998-11-02,2018-06-06
LSMBX,NMFQS,Mutual Fund,USD,1997-05-21,2017-08-04
LSMCX,NMFQS,Mutual Fund,USD,2002-11-15,2018-06-06
LSMG,OTCBB,Stock,USD,2010-01-05,2018-06-01
LSMIX,NMFQS,Mutual Fund,USD,2016-01-04,2018-06-06
LSMLF,OTCMKTS,Stock,USD,2017-10-30,2018-04-20
LSMSX,NMFQS,Mutual Fund,USD,2017-02-01,2018-06-06
LSN,,Stock,USD,,
LSNAX,NMFQS,Mutual Fund,USD,2013-12-13,2017-12-22
LSNGX,NMFQS,Mutual Fund,USD,2017-03-31,2018-06-06
LSNIX,NMFQS,Mutual Fund,USD,2013-12-13,2017-12-22
LSNYX,NMFQS,Mutual Fund,USD,2013-12-13,2017-12-22
LSOFX,NMFQS,Mutual Fund,USD,2010-09-30,2018-06-06
LSON,,Stock,USD,,
LSPAX,NMFQS,Mutual Fund,USD,2014-01-03,2018-06-06
LSPCX,NMFQS,Mutual Fund,USD,2014-01-03,2018-06-06
LSPIX,NMFQS,Mutual Fund,USD,2014-01-03,2018-06-06
LSQAX,NMFQS,Mutual Fund,USD,2013-12-20,2018-06-06
LSQCX,NMFQS,Mutual Fund,USD,2013-12-20,2018-06-06
LSQFX,NMFQS,Mutual Fund,USD,2013-12-20,2018-06-06
LSQRX,NMFQS,Mutual Fund,USD,2013-12-20,2018-06-06
LSQSX,NMFQS,Mutual Fund,USD,2013-12-20,2018-06-06
LSQYX,NMFQS,Mutual Fund,USD,2013-12-20,2018-06-06
LSRAX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LSRCX,NMFQS,Mutual Fund,USD,1997-03-31,2018-06-06
LSRGL,OTCBB,Stock,USD,2008-11-20,2017-09-18
LSRIX,NMFQS,Mutual Fund,USD,2012-10-16,2018-06-06
LSRMX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-08
LSRYX,NMFQS,Mutual Fund,USD,2012-10-16,2018-06-06
LSSAX,NMFQS,Mutual Fund,USD,2006-03-03,2018-06-06
LSSCF,OTCMKTS,Stock,USD,2017-10-23,2018-06-06
LSSCX,NMFQS,Mutual Fund,USD,1991-05-13,2018-06-06
LSSDF,PINK,Stock,USD,2018-02-22,2018-04-25
LSSIX,NMFQS,Mutual Fund,USD,1996-12-31,2018-06-06
LSSNX,NMFQS,Mutual Fund,USD,2014-01-02,2018-06-06
LSST,NYSE ARCA,Stock,USD,2017-12-28,2018-06-06
LSTAX,NMFQS,Mutual Fund,USD,2014-01-02,2017-02-24
LSTCX,NMFQS,Mutual Fund,USD,2014-01-02,2017-02-24
LSTFX,NMFQS,Mutual Fund,USD,2014-01-02,2017-02-24
LSTG,OTCBB,Stock,USD,2010-10-27,2018-06-06
LSTIX,NMFQS,Mutual Fund,USD,2015-01-02,2018-06-06
LSTK,NYSE ARCA,ETF,USD,2011-04-21,2018-04-11
LSTMF,OTCMKTS,Stock,USD,2009-10-07,2018-06-06
LSTOX,NMFQS,Mutual Fund,USD,2015-01-02,2018-06-06
LSTR,NASDAQ,Stock,USD,1993-03-05,2018-06-06
LSTRX,NMFQS,Mutual Fund,USD,2014-01-02,2017-02-24
LSTS,,Stock,USD,,
LSTSX,NMFQS,Mutual Fund,USD,2014-01-02,2017-02-24
LSTYF,OTCMKTS,Stock,USD,2017-01-30,2018-06-05
LSTYX,NMFQS,Mutual Fund,USD,2014-01-02,2017-02-24
LSVAX,NMFQS,Mutual Fund,USD,1997-12-31,2018-06-06
LSVBX,NMFQS,Mutual Fund,USD,2007-06-01,2016-01-11
LSVEX,NMFQS,Mutual Fund,USD,1999-03-31,2018-06-06
LSVFX,NMFQS,Mutual Fund,USD,2015-01-02,2018-06-06
LSVGX,NMFQS,Mutual Fund,USD,2015-01-02,2018-06-06
LSVMX,NMFQS,Mutual Fund,USD,2014-06-26,2018-06-06
LSVNX,NMFQS,Mutual Fund,USD,2014-01-02,2018-06-06
LSVQX,NMFQS,Mutual Fund,USD,2013-03-01,2018-06-06
LSVRX,NMFQS,Mutual Fund,USD,2006-06-30,2018-06-06
LSVVX,NMFQS,Mutual Fund,USD,2007-04-02,2018-06-06
LSVX,NYSE ARCA,Stock,USD,2016-07-14,2018-06-06
LSWWX,NMFQS,Mutual Fund,USD,1996-05-02,2018-06-06
LSXMA,NASDAQ,Stock,USD,2016-04-18,2018-06-06
LSXMB,NASDAQ,Stock,USD,2016-04-21,2018-06-06
LSXMK,NASDAQ,Stock,USD,2016-04-18,2018-06-06
LSYC,PINK,Stock,USD,1997-08-29,2017-09-18
LSYMX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-11
LSYN,OTCMKTS,Stock,USD,2016-08-02,2018-06-06
LSZMX,NMFQS,Mutual Fund,USD,2015-01-02,2017-08-08
LTAAX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTABX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTACX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTADX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTAFX,NMFQS,Mutual Fund,USD,2017-02-01,2018-06-06
LTAIX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTAKX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTANX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTAOX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTAPX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTARX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTASX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTAVX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTAXX,,Mutual Fund,USD,,
LTBAX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTBBX,NMFQS,Mutual Fund,USD,1997-04-30,2018-06-06
LTBIX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTBKX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTBR,NASDAQ,Stock,USD,2000-11-13,2018-06-06
LTBRX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTBVX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTBYX,NMFQS,Mutual Fund,USD,2011-03-30,2018-06-06
LTC,NYSE,Stock,USD,1992-08-25,2018-06-06
LTCAX,NMFQS,Mutual Fund,USD,1987-02-20,2018-06-06
LTCBX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTCCF,PINK,Stock,USD,2015-06-23,2018-06-06
LTCCX,NMFQS,Mutual Fund,USD,1994-08-31,2018-06-06
LTCFX,NMFQS,Mutual Fund,USD,2017-02-01,2018-06-06
LTCH,,Stock,USD,,
LTCIX,NMFQS,Mutual Fund,USD,1997-03-31,2018-06-06
LTCP,PINK,Stock,USD,2017-10-05,2018-05-30
LTCPD,PINK,Stock,USD,2017-10-12,2017-11-03
LTCW,,Stock,USD,,
LTCXX,,Mutual Fund,USD,,
LTDAX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTDBX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTDCX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTDH,PINK,Stock,USD,2010-04-05,2018-06-06
LTDIX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTDKX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTDRX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTDVX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTEA,NASDAQ,Stock,USD,2015-03-10,2018-01-04
LTEAX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTEBX,NMFQS,Mutual Fund,USD,1993-10-06,2018-06-06
LTEC,PINK,Stock,USD,1995-08-18,2018-06-06
LTECX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTEEX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTEFX,NMFQS,Mutual Fund,USD,2008-08-01,2018-06-06
LTEIX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTEKX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTERX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTEVX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTFAX,NMFQS,Mutual Fund,USD,2000-10-13,2018-06-06
LTFBX,NMFQS,Mutual Fund,USD,2000-10-13,2016-04-25
LTFCX,NMFQS,Mutual Fund,USD,2000-10-13,2018-06-06
LTFD,PINK,Stock,USD,1994-12-15,2018-06-06
LTFDX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTFGX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTFIX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTFLX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTFOX,NMFQS,Mutual Fund,USD,2017-04-04,2018-06-06
LTFPX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTFSX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTFXX,,Mutual Fund,USD,,
LTGAX,NMFQS,Mutual Fund,USD,2009-01-02,2017-12-22
LTGBX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTGCX,NMFQS,Mutual Fund,USD,2009-01-02,2017-12-22
LTGHF,PINK,Stock,USD,2011-07-12,2018-06-06
LTGHY,PINK,Stock,USD,2013-06-27,2018-06-06
LTGJ,PINK,Stock,USD,2004-06-01,2018-06-06
LTGRX,NMFQS,Mutual Fund,USD,2012-05-01,2018-06-06
LTHAX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTHBX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTHCX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTHHF,OTCMKTS,Stock,USD,2017-09-25,2018-06-06
LTHIF,PINK,Stock,USD,2007-07-13,2018-06-06
LTHIX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTHKX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTHO,PINK,Stock,USD,2006-05-16,2018-06-06
LTHRX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTHUQ,OTCMKTS,Stock,USD,2006-04-21,2018-06-06
LTHVX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTIAX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTIBX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTICX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTIDX,NMFQS,Mutual Fund,USD,2016-09-19,2018-06-06
LTINX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTIUX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTIVX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTJAX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTJBX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTJCX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTJIX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTJKX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTJRX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTJVX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTKAX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTKBF,PINK,Stock,USD,2009-11-13,2018-06-06
LTKBX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTKCX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTKIX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTKKX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTKRX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTKVX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTL,NYSE ARCA,ETF,USD,2008-05-22,2018-06-06
LTLAX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTLB,OTCMKTS,Stock,USD,1998-12-01,2017-07-07
LTLBX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTLCX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTLIX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTLKX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTLRX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTLVX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTM,NYSE,Stock,USD,1997-11-07,2018-06-06
LTM1,NYSE,Stock,USD,2004-07-26,2015-06-10
LTMAX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTMBX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTMCF,PINK,Stock,USD,2018-02-15,2018-06-06
LTMCX,NMFQS,Mutual Fund,USD,1994-08-31,2018-06-06
LTMDX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTMFX,NMFQS,Mutual Fund,USD,1984-09-28,2018-06-06
LTMIX,NMFQS,Mutual Fund,USD,1996-07-05,2018-06-06
LTMKX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTMLX,NMFQS,Mutual Fund,USD,2017-01-03,2018-06-06
LTMP,OTCMKTS,Stock,USD,2016-01-04,2018-06-06
LTMRX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTMSX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTMTX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTMUX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTN,NYSE,Stock,USD,2018-03-22,2018-06-06
LTNC,OTCBB,Stock,USD,2016-01-04,2018-06-06
LTNCX,NMFQS,Mutual Fund,USD,1997-04-30,2018-06-06
LTNIX,NMFQS,Mutual Fund,USD,2010-07-27,2018-06-06
LTNSX,NMFQS,Mutual Fund,USD,1996-06-28,2018-06-06
LTNYX,NMFQS,Mutual Fund,USD,1991-09-18,2018-06-06
LTONY,,Stock,USD,,
LTOUF,PINK,Stock,USD,2007-07-16,2018-06-06
LTPAX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTPBX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTPCX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTPDX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTPEX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTPFX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTPIX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTPKX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTPRX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTPVX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTPZ,NYSE ARCA,ETF,USD,2009-09-08,2018-06-06
LTQAX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTQBX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTQCX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTQIX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTQKX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTQRX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTQVX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTRAX,NMFQS,Mutual Fund,USD,1998-12-14,2018-06-06
LTRBX,NMFQS,Mutual Fund,USD,2000-08-31,2018-05-09
LTRCX,NMFQS,Mutual Fund,USD,2000-08-31,2018-06-06
LTRDX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTRE,OTCMKTS,Stock,USD,1995-12-06,2018-06-06
LTRFX,NMFQS,Mutual Fund,USD,2007-09-28,2018-06-06
LTRGX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTRHX,NMFQS,Mutual Fund,USD,2016-01-04,2018-06-06
LTRIX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTRKX,NMFQS,Mutual Fund,USD,2016-01-04,2018-06-06
LTRLX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTROX,NMFQS,Mutual Fund,USD,2017-04-04,2018-06-06
LTRPA,NASDAQ,Stock,USD,2014-08-27,2018-06-06
LTRPB,NASDAQ,Stock,USD,2014-08-28,2018-06-06
LTRPX,NMFQS,Mutual Fund,USD,2000-08-31,2018-06-06
LTRQX,NMFQS,Mutual Fund,USD,2007-09-28,2018-06-06
LTRRX,NMFQS,Mutual Fund,USD,2007-09-28,2018-06-06
LTRSX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTRTX,NMFQS,Mutual Fund,USD,2016-01-04,2018-06-06
LTRVX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTRX,NASDAQ,Stock,USD,2000-08-04,2018-06-06
LTRXX,,Mutual Fund,USD,,
LTRY,,Stock,USD,,
LTRYX,NMFQS,Mutual Fund,USD,1998-12-18,2018-06-06
LTS,NYSE,Stock,USD,1999-08-25,2018-06-06
LTS-P-A,NYSE MKT,Stock,USD,2014-09-22,2018-06-06
LTSC,PINK,Stock,USD,2017-10-13,2018-06-04
LTSCX,NMFQS,Mutual Fund,USD,2005-09-06,2015-11-20
LTSEX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTSF,AMEX,Stock,USD,2018-06-04,2018-06-06
LTSGX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTSIX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTSKX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTSL,AMEX,Stock,USD,2017-11-28,2018-06-06
LTSLX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTSN,PINK,Stock,USD,2011-05-19,2018-06-06
LTSNX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTSRX,NMFQS,Mutual Fund,USD,2005-09-02,2015-11-20
LTSSF,OTCMKTS,Stock,USD,2017-10-31,2017-10-31
LTSTX,NMFQS,Mutual Fund,USD,2008-02-29,2018-06-06
LTSXX,,Mutual Fund,USD,,
LTTAX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTTBX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTTC,PINK,Stock,USD,1992-03-03,2018-06-06
LTTCX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTTGF,OTCBB,Stock,USD,2017-08-21,2018-06-06
LTTHF,OTCMKTS,Stock,USD,2018-05-17,2018-05-17
LTTIX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTTKX,NMFQS,Mutual Fund,USD,2017-01-03,2018-06-06
LTTMX,NMFQS,Mutual Fund,USD,2015-03-03,2018-06-06
LTTOF,OTCMKTS,Stock,USD,2017-04-19,2017-12-04
LTTRX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTTSX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTTTX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTTUX,NMFQS,Mutual Fund,USD,2013-01-02,2018-06-06
LTUBX,NMFQS,Mutual Fund,USD,2002-11-01,2016-07-22
LTUC,OTCMKTS,Stock,USD,2017-08-24,2018-05-14
LTUCX,NMFQS,Mutual Fund,USD,1994-08-31,2018-06-06
LTUGX,NMFQS,Mutual Fund,USD,2015-01-02,2018-06-06
LTUIX,NMFQS,Mutual Fund,USD,1996-07-05,2018-06-06
LTUM,OTCBB,Stock,USD,2009-10-16,2018-06-06
LTURX,NMFQS,Mutual Fund,USD,2003-06-30,2018-06-06
LTUS,PINK,Stock,USD,2017-09-25,2018-06-06
LTUSX,NMFQS,Mutual Fund,USD,1987-11-16,2018-06-06
LTUU,OTCMKTS,Stock,USD,2014-03-24,2018-02-07
LTUX,OTCMKTS,Stock,USD,2017-10-02,2018-06-06
LTVIX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTVPX,NMFQS,Mutual Fund,USD,2008-03-03,2018-06-06
LTWAX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTWBX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTWC,OTCBB,Stock,USD,2016-01-28,2018-05-09
LTWCX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTWIX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTWKX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTWRX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTWVX,NMFQS,Mutual Fund,USD,2007-07-02,2015-11-20
LTXB,NASDAQ,Stock,USD,2006-10-03,2018-06-06
LTXBX,NMFQS,Mutual Fund,USD,2000-03-15,2017-04-10
LTXC,NASDAQ,Stock,USD,1990-03-26,2014-05-21
LTXCX,NMFQS,Mutual Fund,USD,2001-03-15,2018-06-06
LTXFX,NMFQS,Mutual Fund,USD,2001-03-15,2018-06-06
LUADD,PINK,Stock,USD,2017-10-24,2017-11-16
LUB,NYSE,Stock,USD,1985-07-01,2018-06-06
LUBAX,NMFQS,Mutual Fund,USD,2016-10-27,2018-06-06
LUBFX,NMFQS,Mutual Fund,USD,2016-10-27,2018-06-06
LUBIX,NMFQS,Mutual Fund,USD,1980-01-02,2018-06-06
